Time,U1E,U2E,U3E,U0E,U12,U23,U31,U12H2,U23H2,U31H2,U12H4,U23H4,U31H4,U12H6,U23H6,U31H6,U12H8
5/26/2018 0:19,241996,242531,241273,3703.78,418436,418838,419705,0.00715469,0.00971708,0.00821596,0.00640813,0.00938745,0.00743823,0.00635869,0.00594033,0.00438652,0.0104789
5/26/2018 0:29,241852,242473,241173,3709.58,418264,418695,419493,0.00918555,0.0119089,0.0103526,0.00655589,0.0106209,0.00838425,0.00671516,0.0076523,0.00546007,0.00959368
5/26/2018 0:39,241677,242331,241019,3719.01,417996,418432,419208,0.00711214,0.0100053,0.00710366,0.00653308,0.00875694,0.00635367,0.00556557,0.00576211,0.0040683,0.00774363
5/26/2018 0:49,241802,242567,241197,3724.33,418290,418830,419451,0.00968331,0.0120491,0.00997209,0.00703017,0.00942659,0.00702293,0.005916,0.00687158,0.00501781,0.00728858
5/26/2018 0:59,241974,242710,241334,3732.41,418566,419074,419712,0.0066505,0.00963692,0.00694359,0.00674891,0.00857856,0.00644552,0.00616413,0.00695774,0.0047213,0.010101
5/26/2018 1:09,241963,242676,241358,3745.74,418531,419051,419733,0.00797771,0.00993076,0.00776997,0.00821378,0.010116,0.00846002,0.00668307,0.00774622,0.00481098,0.0088215
5/26/2018 1:19,241771,242491,241207,3733.38,418219,418749,419434,0.00890853,0.0101271,0.00815765,0.00835849,0.0107587,0.0088252,0.00602274,0.00633817,0.00461937,0.00999301
5/26/2018 1:29,241925,242642,241326,3742.79,418487,418989,419659,0.00908627,0.0104127,0.00814371,0.00664993,0.00879706,0.00649975,0.0064256,0.00640919,0.00407565,0.00852697
5/26/2018 1:39,241975,242707,241406,3718.6,418582,419129,419763,0.00745325,0.0106426,0.00782713,0.00667723,0.0101776,0.00696786,0.00658404,0.00716455,0.00461749,0.00970922
5/26/2018 1:49,242048,242734,241476,3727.27,418647,419206,419914,0.00903442,0.010662,0.00846644,0.00720114,0.0106886,0.00876486,0.00600693,0.00722859,0.00440529,0.0116808
5/26/2018 1:59,242176,242902,241580,3734.59,418919,419448,420094,0.00865823,0.0109582,0.0082058,0.00783057,0.00940636,0.00760948,0.00683228,0.00819766,0.00622019,0.00930423
5/26/2018 2:09,242195,242845,241559,3743.06,418888,419362,420107,0.00730172,0.00950691,0.00682516,0.00938905,0.0105471,0.00883038,0.0057431,0.00636944,0.00405519,0.0105602
5/26/2018 2:19,242660,243332,242042,3741.91,419719,420199,420927,0.008282,0.0112559,0.00858674,0.00839988,0.0110093,0.00843451,0.0067368,0.00687208,0.00444803,0.00860866
5/26/2018 2:29,243038,243647,242380,3746.73,420321,420747,421562,0.00867149,0.0113153,0.00874116,0.00774082,0.0102653,0.00730552,0.00623129,0.00558547,0.00404837,0.00804671
5/26/2018 2:39,243054,243677,242416,3741.09,420359,420807,421607,0.00947748,0.011974,0.0106631,0.00833494,0.00995636,0.00751016,0.0061133,0.00649394,0.00444407,0.0113624
5/26/2018 2:49,243097,243700,242480,3728.82,420401,420891,421706,0.00812493,0.0107549,0.00977404,0.00815614,0.0100915,0.00744768,0.00617454,0.00585281,0.00412497,0.00975644
5/26/2018 2:59,243157,243818,242533,3741.64,420547,421057,421793,0.00932551,0.0111858,0.00934524,0.00778506,0.00903557,0.00682516,0.00721698,0.00735842,0.00459313,0.00994754
5/26/2018 3:09,243153,243853,242539,3747.32,420568,421097,421795,0.00701491,0.00976519,0.00752415,0.00811005,0.0102511,0.00847783,0.0067208,0.00722943,0.0047428,0.0130211
5/26/2018 3:19,243254,243941,242651,3749.54,420716,421280,421985,0.00707614,0.0105057,0.00888909,0.00925854,0.0109759,0.00927439,0.00668869,0.00698453,0.00444723,0.011082
5/26/2018 3:29,243200,243930,242588,3767.17,420672,421207,421882,0.00984636,0.0112008,0.0100731,0.00853778,0.0103419,0.00830297,0.00660184,0.00651842,0.00470379,0.00882444
5/26/2018 3:39,243218,243952,242604,3767.79,420719,421233,421905,0.0077234,0.0114379,0.00880632,0.00921925,0.0112398,0.00871339,0.00645375,0.00745673,0.0040958,0.00804477
5/26/2018 3:49,243336,244081,242735,3768.99,420926,421464,422121,0.0093124,0.0116225,0.0103634,0.0078075,0.010008,0.00798752,0.0061824,0.00710456,0.00461889,0.0093657
5/26/2018 3:59,243257,244098,242672,3776.72,420878,421434,421983,0.0081855,0.0120277,0.01079,0.00762016,0.00985165,0.0082596,0.00651219,0.00753525,0.0053271,0.0109535
5/26/2018 4:09,243248,244015,242629,3786.75,420809,421314,421936,0.00654631,0.010128,0.00885314,0.0105668,0.0125755,0.0114549,0.00546406,0.00674335,0.0047601,0.00910027
5/26/2018 4:19,243334,244024,242725,3771.4,420888,421402,422101,0.00698799,0.0110643,0.0089754,0.00936639,0.011578,0.00893563,0.00573559,0.00671131,0.00418447,0.0105349
5/26/2018 4:29,243307,243990,242711,3775.92,420829,421358,422073,0.0106298,0.0119332,0.0112047,0.00861254,0.0108633,0.00851105,0.00632657,0.00712895,0.00473949,0.00990814
5/26/2018 4:39,243313,244014,242706,3780.79,420854,421368,422080,0.00874038,0.0122547,0.00991022,0.00920964,0.0107535,0.00873805,0.00606733,0.00695428,0.00440072,0.0086607
5/26/2018 4:49,243293,243997,242690,3770.6,420823,421337,422052,0.0110658,0.0140182,0.0122226,0.00911213,0.0109634,0.00889533,0.00623961,0.00790884,0.00530727,0.0102398
5/26/2018 4:59,243259,244063,242656,3780.09,420864,421379,421966,0.0106406,0.0140423,0.0115583,0.0106106,0.0116464,0.00966293,0.00594565,0.00829328,0.00538844,0.00936641
5/26/2018 5:09,243088,243982,242491,3778.84,420654,421183,421649,0.00742806,0.011472,0.00913606,0.00976785,0.0115034,0.0100498,0.00488336,0.007464,0.00554073,0.0108096
5/26/2018 5:19,243198,244146,242635,3780.1,420876,421470,421865,0.00806631,0.0113651,0.00968395,0.011035,0.0122535,0.0104438,0.00565276,0.00788263,0.00529367,0.0110698
5/26/2018 5:29,243545,244480,243009,3775.03,421444,422092,422504,0.00861666,0.0120273,0.00968208,0.0104912,0.0111521,0.00900279,0.00646351,0.00861254,0.00533513,0.0108455
5/26/2018 5:39,243615,244558,243063,3776.51,421580,422202,422608,0.0107258,0.0141629,0.0134641,0.00935939,0.0102187,0.00844513,0.00618315,0.00804804,0.00563011,0.0140827
5/26/2018 5:49,243371,244301,242772,3768.7,421167,421716,422137,0.00973517,0.0124878,0.0114356,0.0085847,0.010062,0.00746129,0.00553639,0.00704465,0.00518226,0.0136977
5/26/2018 5:59,243040,243987,242430,3752.62,420620,421168,421520,0.0111911,0.0128575,0.0125052,0.00905625,0.00944037,0.00765316,0.0056865,0.00705692,0.00496048,0.0135602
5/26/2018 6:09,242769,243629,242127,3750.59,420079,420570,421047,0.0079922,0.0104785,0.0103674,0.00907304,0.00991739,0.00840403,0.00598365,0.00749432,0.00540708,0.0108077
5/26/2018 6:19,242536,243409,241885,3734.66,419698,420166,420630,0.00756419,0.0105957,0.00925191,0.00866568,0.00936486,0.00810446,0.00537856,0.00755802,0.00545174,0.0121266
5/26/2018 6:29,242579,243359,241945,3722.2,419668,420158,420760,0.00701178,0.00949566,0.00928867,0.00708695,0.00954649,0.00757126,0.00621327,0.00755356,0.00500427,0.0113019
5/26/2018 6:39,242112,242855,241451,3729.87,418838,419266,419941,0.0106193,0.0120215,0.0128323,0.0100094,0.0117828,0.0104036,0.00647348,0.00813204,0.00576519,0.0144977
5/26/2018 6:49,241795,242530,241134,3726.81,418285,418704,419398,0.0085381,0.0108581,0.0110245,0.00836856,0.00959984,0.00848217,0.00563253,0.00744766,0.00586099,0.0113474
5/26/2018 6:59,241440,242210,240816,3708.51,417694,418169,418802,0.0110497,0.0125718,0.0123918,0.00978694,0.0108375,0.0095588,0.00602727,0.00753249,0.00559735,0.0109564
5/26/2018 7:09,241050,241705,240385,3710.79,416926,417333,418111,0.00794461,0.0103106,0.0101186,0.00909504,0.0105239,0.00930705,0.00579668,0.00735825,0.00503305,0.010851
5/26/2018 7:19,240578,241199,239911,3697.29,416081,416481,417295,0.00828733,0.012106,0.0106748,0.00888522,0.0105319,0.00919009,0.00551385,0.00744369,0.0054218,0.0110245
5/26/2018 7:29,240827,241411,240166,3695.48,416490,416881,417725,0.00690138,0.00955868,0.00852651,0.00583649,0.00847463,0.00738324,0.00563677,0.00732295,0.0052044,0.0124438
5/26/2018 7:39,240703,241228,240016,3697.47,416222,416582,417500,0.00719893,0.00990003,0.0103086,0.00632932,0.00888013,0.00746201,0.0053078,0.00749535,0.00526005,0.0138602
5/26/2018 7:49,240627,241068,239935,3678.53,416022,416366,417368,0.00882151,0.0117647,0.0113537,0.00697845,0.00877128,0.00681078,0.00570025,0.00704903,0.00511366,0.0124786
5/26/2018 7:59,240553,241073,239921,3680.24,415952,416377,417281,0.00779221,0.0106935,0.0110629,0.00605277,0.00728112,0.00635703,0.00783288,0.00622932,0.00835255,0.0155608
5/26/2018 8:09,240739,241276,240098,3677.48,416286,416723,417582,0.00835622,0.0111187,0.0112461,0.00840492,0.00940009,0.0082391,0.00548319,0.00730719,0.00578812,0.0191243
5/26/2018 8:19,240698,241236,240068,3681.4,416202,416676,417521,0.00866849,0.0116781,0.011582,0.00696229,0.00759078,0.00677816,0.00597602,0.00732799,0.00574925,0.0166703
5/26/2018 8:29,240778,241354,240182,3695.56,416365,416879,417694,0.00647889,0.010035,0.00922038,0.00535399,0.0064822,0.00536602,0.00491241,0.00734827,0.00647176,0.0139444
5/26/2018 8:39,241382,241971,240804,3673.13,417422,417981,418731,0.0068486,0.00917321,0.00801374,0.00676862,0.00774997,0.00646706,0.0045127,0.0062549,0.00534092,0.0141195
5/26/2018 8:49,241563,242195,241043,3669.97,417745,418411,419092,0.00611319,0.00898989,0.00979572,0.00607271,0.00716409,0.00623618,0.00469943,0.00605661,0.00690826,0.00998056
5/26/2018 8:59,241300,241957,240801,3657.55,417303,418010,418650,0.00917512,0.0110756,0.0107198,0.00819447,0.00952594,0.00794965,0.00533512,0.00719544,0.00679078,0.0141812
5/26/2018 9:09,241088,241755,240645,3644.92,416934,417712,418331,0.00688352,0.00905725,0.00905392,0.00731599,0.0090826,0.00820558,0.00483527,0.00676569,0.00557907,0.013523
5/26/2018 9:19,240681,241326,240259,3627.53,416200,417011,417648,0.0094324,0.0105372,0.0106965,0.00796529,0.00910014,0.00825538,0.00645128,0.00766249,0.00627016,0.0178285
5/26/2018 9:29,240468,241180,240127,3612,415867,416796,417349,0.00816058,0.0100695,0.00907949,0.00671963,0.00839919,0.00743671,0.00468665,0.00678287,0.00545944,0.0165694
5/26/2018 9:39,240212,241022,239926,3615.85,415484,416505,416955,0.00731383,0.00843473,0.00762885,0.00623694,0.00723627,0.00676733,0.00480659,0.00617104,0.00539443,0.0148363
5/26/2018 9:49,240192,241106,239998,3613.69,415523,416670,416990,0.00677986,0.00872899,0.00807984,0.00687361,0.00849783,0.0078254,0.00602631,0.00619314,0.00596609,0.0150483
5/26/2018 9:59,239990,240979,239873,3603.57,415212,416482,416702,0.0061138,0.00820788,0.00805723,0.00630871,0.00861668,0.0074046,0.0058111,0.00577329,0.00667286,0.0179124
5/26/2018 10:09,239029,239913,238843,3589.21,413456,414660,414985,0.00986557,0.0114443,0.0105194,0.00734601,0.00878022,0.00859672,0.00652069,0.00724697,0.00639921,0.0202147
5/26/2018 10:19,238489,239441,238358,3578.69,412567,413851,414093,0.0076819,0.010709,0.00898499,0.0072118,0.00942637,0.00860841,0.00493073,0.00577487,0.00469578,0.0146829
5/26/2018 10:29,239503,240517,239405,3591.17,414394,415686,415862,0.00938064,0.0112463,0.0102271,0.00810285,0.00976111,0.00883725,0.00499541,0.00622876,0.00524001,0.0157701
5/26/2018 10:39,239197,240277,239156,3593.89,413906,415284,415376,0.0071629,0.0100971,0.00889798,0.00793371,0.00996757,0.0086314,0.0086855,0.00614952,0.00767428,0.0148892
5/26/2018 10:49,237971,239059,237954,3575.66,411807,413195,413249,0.00742383,0.0100366,0.00984755,0.00865088,0.0100308,0.00971331,0.00736444,0.0113836,0.0140787,0.0170352
5/26/2018 10:59,238368,239439,238393,3583.16,412438,413934,413983,0.00716817,0.010258,0.00946474,0.00738385,0.00922228,0.00792255,0.00520343,0.00651549,0.00582639,0.0129042
5/26/2018 11:09,238551,239566,238587,3572.85,412685,414231,414315,0.0093071,0.0116034,0.00995494,0.0075523,0.00969809,0.00871813,0.00560506,0.00579094,0.00564724,0.0149214
5/26/2018 11:19,238358,239397,238394,3574.13,412369,413917,413983,0.0107765,0.0114367,0.0108742,0.00861448,0.00989718,0.00988372,0.00515503,0.00614713,0.00546234,0.0160607
5/26/2018 11:29,237861,238965,237957,3578.96,411523,413190,413190,0.00958548,0.0111509,0.0103915,0.00816578,0.00965727,0.00959888,0.00491511,0.00620466,0.00485707,0.0147851
5/26/2018 11:39,237454,238618,237582,3586.08,410846,412580,412520,0.00858859,0.0105222,0.00886162,0.00801853,0.00972079,0.00825099,0.00524603,0.00656175,0.00474933,0.0142945
5/26/2018 11:49,238932,240197,239110,3624.78,413518,415268,415099,0.00734272,0.0104783,0.00929435,0.00808075,0.0102617,0.00914972,0.00468855,0.00668637,0.00479749,0.0113549
5/26/2018 11:59,239601,240917,239837,3646.17,414708,416528,416312,0.00788507,0.00992897,0.00899768,0.00853993,0.00952612,0.00838456,0.00530614,0.00619212,0.00554788,0.0164396
5/26/2018 12:09,239332,240521,239486,3635.79,414140,415851,415799,0.0104751,0.0113044,0.0118895,0.0100095,0.0108932,0.0103237,0.00592072,0.00927204,0.00944083,0.0175262
5/26/2018 12:19,238709,239948,238866,3636.16,413102,414830,414712,0.0102438,0.0117672,0.0115697,0.00979279,0.0105347,0.0104499,0.00580507,0.0074892,0.00647779,0.018435
5/26/2018 12:29,240227,241524,240409,3651.41,415793,417517,417367,0.0103741,0.0115529,0.0116358,0.00986451,0.0102971,0.0093894,0.00578418,0.00718446,0.00651308,0.0185443
5/26/2018 12:39,242131,243466,242334,3678.99,419149,420861,420662,0.00860924,0.0115568,0.0100722,0.00959395,0.0105858,0.0099091,0.00505752,0.00711203,0.00619928,0.0167187
5/26/2018 12:49,243048,244432,243271,3693.64,420799,422507,422249,0.00919269,0.0107149,0.00951898,0.00986282,0.0106068,0.00994842,0.00585066,0.00702707,0.00560515,0.0145209
5/26/2018 12:59,243525,244900,243754,3693.81,421614,423325,423088,0.00811223,0.0107714,0.0108912,0.00987872,0.0113804,0.0112727,0.0050847,0.00593224,0.00586933,0.0144605
5/26/2018 13:09,243541,244730,243710,3673.4,421476,423109,423102,0.0103978,0.0114062,0.0115743,0.0114591,0.0129761,0.0127544,0.00525463,0.00650804,0.00585419,0.0167304
5/26/2018 13:19,243632,244842,243779,3682.33,421648,423264,423243,0.0109068,0.0126995,0.0124413,0.0112761,0.0122121,0.0120202,0.00576642,0.00743742,0.00669119,0.0166799
5/26/2018 13:29,243961,245140,244067,3686.09,422206,423764,423773,0.0106552,0.0123757,0.0122144,0.0104256,0.0118995,0.0119692,0.00593305,0.00785593,0.00664245,0.0172823
5/26/2018 13:39,243752,244942,243876,3689.62,421855,423418,423431,0.0103974,0.0132249,0.012325,0.00883244,0.012638,0.0126006,0.00574984,0.0103208,0.00838031,0.0169418
5/26/2018 13:49,243780,245019,243942,3689.26,421948,423546,423507,0.00793585,0.0104494,0.00978382,0.00909186,0.0103134,0.0101994,0.00584995,0.0089017,0.00710459,0.0185681
5/26/2018 13:59,243982,245223,244156,3689.19,422302,423914,423859,0.00831731,0.0109001,0.0107347,0.00780917,0.0112956,0.0103915,0.00548289,0.0086903,0.00727414,0.0176072
5/26/2018 14:09,243934,245124,244073,3692.66,422178,423741,423757,0.00907432,0.0108172,0.0111877,0.00892025,0.0108678,0.0109026,0.00562048,0.00698773,0.00623818,0.0172656
5/26/2018 14:19,244180,245320,244299,3681.73,422574,424097,424164,0.0102021,0.012164,0.0120346,0.0107634,0.0123692,0.0114551,0.00557182,0.0072904,0.0063225,0.0177199
5/26/2018 14:29,244566,245709,244657,3689.03,423255,424736,424806,0.0103722,0.0119494,0.0114883,0.00936131,0.0107156,0.0114327,0.00758221,0.00833525,0.00704541,0.0158555
5/26/2018 14:39,243489,244566,243547,3667.59,421322,422771,422937,0.009754,0.0106587,0.0102502,0.0078734,0.0108596,0.00995259,0.0053812,0.00685801,0.0061388,0.0145728
5/26/2018 14:49,243734,244785,243779,3666.07,421725,423163,423346,0.00983177,0.0120661,0.0114817,0.00709771,0.00891694,0.00863927,0.00516813,0.00775607,0.00669158,0.0150639
5/26/2018 14:59,242976,243950,243013,3659.54,420339,421775,422035,0.0104898,0.0136442,0.0110291,0.0160822,0.0172152,0.0181553,0.0143835,0.0290378,0.0160307,0.0268973
5/26/2018 15:09,242852,243917,242929,3689.15,420183,421701,421845,0.00850856,0.0114108,0.00965965,0.00765008,0.00906668,0.00825386,0.00543845,0.00828772,0.00716543,0.0138639
5/26/2018 15:19,242748,243761,242820,3677.25,419950,421470,421672,0.00987722,0.0114003,0.010984,0.00886646,0.0101004,0.00944728,0.00547965,0.00788204,0.00613123,0.0140658
5/26/2018 15:29,243085,244038,243111,3678.85,420498,421944,422214,0.00844764,0.0108026,0.00966882,0.00697652,0.00905864,0.00799758,0.00463205,0.00765738,0.00633478,0.0140276
5/26/2018 15:39,243589,244450,243548,3680.44,421316,422655,423029,0.0101523,0.0113935,0.0115513,0.00812208,0.00967758,0.00934847,0.00518554,0.00867359,0.00658742,0.0114017
5/26/2018 15:49,243693,244471,243612,3671.06,421436,422716,423178,0.00732617,0.0101289,0.00889845,0.00700838,0.0099409,0.00829344,0.00488007,0.00772786,0.00573169,0.0141882
5/26/2018 15:59,243010,243658,242827,3667.71,420148,421317,421913,0.00764348,0.00980194,0.00896522,0.00736953,0.0104465,0.00838658,0.00476272,0.0075676,0.00620162,0.014234
5/26/2018 16:09,243360,244204,243229,3701.85,420915,422176,422533,0.00901198,0.0116243,0.0104738,0.00866798,0.0118416,0.00941666,0.00544375,0.00932347,0.00800542,0.0135044
5/26/2018 16:19,243208,243937,243013,3696.2,420561,421742,422223,0.0102786,0.0113073,0.0107308,0.00988354,0.0108903,0.00912792,0.00536415,0.00850991,0.00668204,0.0173792
5/26/2018 16:29,243314,243927,243029,3702.7,420674,421716,422326,0.00977634,0.0112245,0.0108837,0.00899416,0.0103445,0.00849218,0.00553095,0.00932715,0.00715698,0.0176354
5/26/2018 16:39,242294,242834,241963,3694.13,418827,419850,420536,0.00916583,0.0104119,0.00918567,0.00983103,0.0105168,0.00838318,0.00551994,0.00814735,0.00695567,0.0175007
5/26/2018 16:49,241834,242231,241432,3669.69,417919,418843,419690,0.00759826,0.00940721,0.00873644,0.0116153,0.0133655,0.0108882,0.00475906,0.00918607,0.00789471,0.0147904
5/26/2018 16:59,242041,242363,241584,3673.64,418236,419069,419998,0.00852397,0.0094741,0.00957201,0.00906071,0.011175,0.00887725,0.00526822,0.00925747,0.0084121,0.015427
5/26/2018 17:09,242223,242641,241752,3710.77,418646,419467,420276,0.00892305,0.00982364,0.00993438,0.00759387,0.0103396,0.00826203,0.00608732,0.00832654,0.00635846,0.0151879
5/26/2018 17:19,242362,242682,241842,3713.21,418809,419564,420483,0.00799622,0.00962735,0.0104752,0.00789838,0.0102749,0.00761118,0.00506243,0.0080937,0.00749633,0.0179284
5/26/2018 17:29,242474,242725,241912,3703.11,418970,419645,420632,0.0088019,0.0105746,0.0106339,0.00831503,0.0108076,0.00756431,0.00489708,0.00858979,0.00836598,0.0169349
5/26/2018 17:39,242322,242387,241637,3699.53,418589,419067,420266,0.00781381,0.0102431,0.0108497,0.007687,0.00963223,0.00759158,0.00445513,0.00889244,0.00850203,0.0162618
5/26/2018 17:49,242250,242225,241501,3690.63,418416,418782,420082,0.00676324,0.00773903,0.00866164,0.006474,0.00824481,0.00644763,0.00507478,0.00886219,0.00814798,0.0145999
5/26/2018 17:59,242285,242222,241474,3691.36,418471,418731,420087,0.00703674,0.00904892,0.00907389,0.00736804,0.00851279,0.00615024,0.00501309,0.00926109,0.00747337,0.0154719
5/26/2018 18:09,242144,242224,241459,3661.89,418337,418738,419951,0.00960445,0.0110318,0.0114787,0.00801367,0.00934154,0.00665016,0.00495543,0.00730714,0.0066241,0.0142569
5/26/2018 18:19,242304,242495,241634,3692.91,418700,419133,420240,0.00925199,0.00990554,0.0104173,0.00898634,0.00998813,0.00774381,0.00586154,0.00682709,0.00460624,0.0141139
5/26/2018 18:29,242434,242555,241716,3701.87,418881,419233,420428,0.0069597,0.00916442,0.00964424,0.00661779,0.00888556,0.00684189,0.0045972,0.00637414,0.00706155,0.0104418
5/26/2018 18:39,242265,242291,241515,3682.6,418518,418805,420122,0.00908746,0.0112963,0.0110223,0.00797077,0.00950568,0.0074344,0.0049036,0.00725369,0.0061351,0.014058
5/26/2018 18:49,242663,242726,241898,3693.29,419239,419527,420785,0.00689142,0.00831903,0.00931727,0.00663001,0.00767833,0.00556322,0.00500219,0.0072545,0.00478264,0.00917144
5/26/2018 18:59,242720,242734,241931,3695.53,419301,419551,420870,0.006807,0.00849543,0.00924523,0.00827746,0.00984302,0.00826787,0.00526031,0.00726263,0.00585589,0.0107961
5/26/2018 19:09,242902,242971,242060,3720.81,419668,419884,421117,0.00738087,0.00876127,0.00858595,0.0075589,0.00865448,0.00684167,0.00560318,0.00783541,0.00566624,0.0150532
5/26/2018 19:19,243027,243140,242212,3729.06,419920,420171,421352,0.00862485,0.0104479,0.0102589,0.00832807,0.00907329,0.00750286,0.00536036,0.00661363,0.00528889,0.0135654
5/26/2018 19:29,243062,243179,242242,3731.44,419985,420236,421399,0.00738916,0.00937042,0.00972243,0.00576796,0.00703325,0.00514959,0.00583095,0.00751886,0.00495416,0.0133255
5/26/2018 19:39,243139,243185,242251,3735.69,420071,420228,421482,0.00805911,0.0102666,0.0096026,0.00765222,0.00801831,0.0061046,0.00667368,0.00806586,0.00437986,0.0147245
5/26/2018 19:49,243136,243095,242174,3739.11,420000,420066,421420,0.00609909,0.00906771,0.00860955,0.00705402,0.0077622,0.00541716,0.00575958,0.00670574,0.00396192,0.0127475
5/26/2018 19:59,243084,242972,242071,3739.05,419860,419859,421286,0.00641688,0.00838125,0.00873461,0.00643906,0.0063217,0.00434339,0.00525788,0.00706253,0.00511607,0.0100246
5/26/2018 20:09,242697,242451,241625,3734.53,419095,418976,420588,0.00967699,0.00977682,0.011052,0.0084224,0.00706688,0.00579893,0.00592286,0.00686411,0.00478986,0.0111185
5/26/2018 20:19,242650,242416,241575,3749.56,419017,418911,420501,0.00757796,0.00926398,0.0106363,0.00929689,0.00768643,0.00647113,0.00538056,0.00697108,0.00499211,0.010794
5/26/2018 20:29,242809,242546,241726,3753.99,419268,419148,420775,0.00959079,0.0108808,0.0112779,0.008695,0.00839185,0.00664726,0.00593639,0.00676522,0.00549348,0.0119826
5/26/2018 20:39,242983,242751,241913,3760.63,419593,419496,421082,0.00607206,0.00775626,0.00791618,0.00754704,0.00802001,0.00542814,0.00586276,0.0063913,0.00443363,0.00973535
5/26/2018 20:49,242879,242569,241804,3754.51,419333,419241,420912,0.00596705,0.00818081,0.00832532,0.00880881,0.00968526,0.00696354,0.00497869,0.00667354,0.00516205,0.0091724
5/26/2018 20:59,242974,242698,241916,3766.48,419517,419456,421094,0.00653357,0.00923445,0.00768308,0.010416,0.01189,0.00876623,0.00507763,0.0060984,0.00403778,0.010272
5/26/2018 21:09,242760,242307,241612,3778.35,418989,418828,420675,0.00690146,0.00965151,0.00947919,0.0123526,0.0142667,0.00970358,0.00554861,0.00649837,0.00472239,0.0108498
5/26/2018 21:19,242698,242235,241529,3782.95,418869,418686,420561,0.0094115,0.0112759,0.0107279,0.0114159,0.0130662,0.00877601,0.00613854,0.00639034,0.00462318,0.01053
5/26/2018 21:29,242649,242215,241465,3787.65,418813,418601,420471,0.00740647,0.00976402,0.00929538,0.00973141,0.0119625,0.00767506,0.005364,0.00591174,0.00464352,0.010696
5/26/2018 21:39,242625,242200,241455,3779.54,418776,418582,420442,0.010714,0.0117268,0.0122099,0.00980435,0.0128064,0.0101257,0.00577577,0.00585241,0.00540852,0.0141421
5/26/2018 21:49,242675,242255,241509,3769.82,418870,418682,420525,0.00673189,0.0089032,0.00883736,0.00891638,0.0111567,0.00723679,0.00570798,0.00559495,0.00412578,0.0122674
5/26/2018 21:59,243012,242663,241890,3768.07,419506,419385,421137,0.00654348,0.00910723,0.0073515,0.00845382,0.0107058,0.00653345,0.00493586,0.00532087,0.00408112,0.0119211
5/26/2018 22:09,242855,242646,241822,3753.63,419352,419338,420920,0.00724064,0.00935071,0.00911974,0.0101638,0.0135178,0.0117616,0.00713376,0.00604865,0.00523814,0.013382
5/26/2018 22:19,242919,242794,241895,3773.68,419542,419541,421020,0.0085447,0.0112255,0.0102035,0.0105878,0.0127361,0.00936913,0.00570814,0.0064828,0.00475044,0.0137191
5/26/2018 22:29,243063,242952,242042,3776.76,419796,419813,421270,0.00575948,0.0104398,0.00894718,0.00976953,0.0127559,0.00827744,0.00546315,0.00594141,0.00438815,0.0137237
5/26/2018 22:39,243001,242938,242022,3761.81,419712,419803,421198,0.0104383,0.0124714,0.0124914,0.0111912,0.0139682,0.00992352,0.00622582,0.00662464,0.00555042,0.0141693
5/26/2018 22:49,242987,242947,242040,3753.84,419705,419829,421203,0.0064166,0.0098254,0.00967058,0.00896738,0.0127672,0.00821133,0.00526023,0.00675914,0.00533501,0.011176
5/26/2018 22:59,242649,242607,241702,3745.26,419135,419222,420621,0.00664639,0.0101176,0.00901852,0.00861197,0.011414,0.00680137,0.00599563,0.00611067,0.00404807,0.0114212
5/26/2018 23:09,243044,243056,242083,3766.59,419855,419961,421281,0.0070205,0.0103468,0.00940995,0.0105508,0.0133058,0.00923272,0.0055591,0.00601399,0.00441014,0.0105318
5/26/2018 23:19,242412,242498,241522,3756.38,418789,419017,420261,0.00674143,0.00947879,0.00815105,0.00909872,0.0116292,0.00776258,0.00616317,0.00649733,0.00500356,0.00763537
5/26/2018 23:29,241941,242152,241117,3755.65,418054,418398,419496,0.00830336,0.0114106,0.0103371,0.00952748,0.0112506,0.00797766,0.00635173,0.00791283,0.00506815,0.00811548
5/26/2018 23:39,241733,242063,240955,3753,417789,418211,419157,0.00798708,0.0107102,0.00863178,0.00977911,0.011578,0.00764511,0.00656929,0.00729675,0.00456741,0.0109472
